snomedctconceptid	medcodeid	term	term_main
255077007	729561000006118	Malig neop oth/ill-defined sites digestive tract/peritoneum	cancer
187828007	729571000006113	Malig neop other site nasal cavity, middle ear and sinuses	cancer
187760008	729581000006111	Malig neop other site rectum, rectosigmoid junction and anus	cancer
271323007	729591000006114	Malig neop other/ill-defined sites lip, oral cavity, pharynx	cancer
428100006	729601000006118	Malig neop other/ill-defined sites resp/intrathoracic organs	cancer
188339002	730041000006115	Malig neop pituitary gland or craniopharyngeal duct NOS	cancer
126488004	729611000006115	Malig neop skin of ear and external auricular canal NOS	cancer
188023004	728451000006110	Malig neopl of connective and soft tissue - sacrum or coccyx	cancer
188321006	728461000006112	Malig neopl peripheral nerves and autonomic nervous system	cancer
109911004	728471000006117	Malig neopl, overlap lesion brain & other part of CNS	cancer
188017009	728481000006119	Malig neoplasm of connective and soft tissues of lumb spine	cancer
188013008	728491000006116	Malig neoplasm of connective and soft tissues of thor spine	cancer
236005001	353772013	Malignant ascites	cancer
118612006	445586018	Malignant histiocytosis	cancer
118612006	289754019	Malignant histiocytosis NOS	cancer
93182006	154183017	Malignant histiocytosis of intra-abdominal lymph nodes	cancer
188640007	728571000006118	Malignant histiocytosis of lymph nodes head, face and neck	cancer
93188005	154192019	Malignant histiocytosis of lymph nodes of multiple sites	cancer
118612006	289750011	Malignant histiocytosis of unspecified site	cancer
188691005	289826016	Malignant immunoproliferative small intestinal disease	cancer
118600007	289829011	Malignant lymphoma NOS	cancer
118600007	728721000006111	Malignant lymphoma NOS	cancer
93191005	289842011	Malignant lymphoma NOS of intra-abdominal lymph nodes	cancer
93192003	289845013	Malignant lymphoma NOS of intrapelvic lymph nodes	cancer
93193008	289832014	Malignant lymphoma NOS of intrathoracic lymph nodes	cancer
93196000	728771000006112	Malignant lymphoma NOS of lymph node inguinal region and leg	cancer
93194002	728781000006110	Malignant lymphoma NOS of lymph nodes of axilla and arm	cancer
93195001	289831019	Malignant lymphoma NOS of lymph nodes of head, face and neck	cancer
93197009	289847017	Malignant lymphoma NOS of lymph nodes of multiple sites	cancer
93198004	289846014	Malignant lymphoma NOS of spleen	cancer
118600007	289830018	Malignant lymphoma NOS of unspecified site	cancer
118600007	289820010	Malignant lymphoma otherwise specified	cancer
118615008	289793011	Malignant mast cell tumour NOS	cancer
188660004	289781019	Malignant mast cell tumours	cancer
188073001	289052011	Malignant melanoma of ankle	cancer
188033007	289012014	Malignant melanoma of auricle (ear)	cancer
188049009	289028016	Malignant melanoma of axilla	cancer
310498001	454085011	Malignant melanoma of back	cancer
188050009	289029012	Malignant melanoma of breast	cancer
188051008	289030019	Malignant melanoma of buttock	cancer
313248004	457109011	Malignant melanoma of chest wall	cancer
188038003	289017015	Malignant melanoma of chin	cancer
188032002	289011019	Malignant melanoma of ear and external auricular canal	cancer
188032002	289014010	Malignant melanoma of ear and external auricular canal NOS	cancer
188034001	289013016	Malignant melanoma of external auditory meatus	cancer
93217003	1235785014	Malignant melanoma of external surface of cheek	cancer
93643005	1235798017	Malignant melanoma of external surface of nose	cancer
274087000	409844012	Malignant melanoma of eye	cancer
93223008	1235786010	Malignant melanoma of eyebrow	cancer
231834005	728201000006110	Malignant melanoma of eyelid including canthus	cancer
93225001	289022015	Malignant melanoma of face NOS	cancer
188064009	289043019	Malignant melanoma of finger	cancer
188075008	289054012	Malignant melanoma of foot	cancer
188062008	289041017	Malignant melanoma of fore-arm	cancer
188040008	289019017	Malignant melanoma of forehead	cancer
188077000	289056014	Malignant melanoma of great toe	cancer
188052001	289031015	Malignant melanoma of groin	cancer
188063003	289042012	Malignant melanoma of hand	cancer
188074007	289053018	Malignant melanoma of heel	cancer
188068007	289047018	Malignant melanoma of hip	cancer
188070003	289049015	Malignant melanoma of knee	cancer
188030005	289009011	Malignant melanoma of lip	cancer
188072006	289051016	Malignant melanoma of lower leg	cancer
188067002	289046010	Malignant melanoma of lower limb and hip	cancer
188067002	289057017	Malignant melanoma of lower limb or hip NOS	cancer
188046002	289025018	Malignant melanoma of neck	cancer
93225001	289015011	Malignant melanoma of other and unspecified parts of face	cancer
93655004	289060012	Malignant melanoma of other specified skin site	cancer
93209006	154231019	Malignant melanoma of perianal skin	cancer
188054000	289033017	Malignant melanoma of perineum	cancer
188071004	289050015	Malignant melanoma of popliteal fossa area	cancer
188045003	289024019	Malignant melanoma of scalp	cancer
188044004	289023013	Malignant melanoma of scalp and neck	cancer
188044004	289026017	Malignant melanoma of scalp and neck NOS	cancer
188060000	289039018	Malignant melanoma of shoulder	cancer
93655004	155060012	Malignant melanoma of skin	cancer
93655004	289063014	Malignant melanoma of skin NOS	cancer
188042000	289021010	Malignant melanoma of temple	cancer
188069004	289048011	Malignant melanoma of thigh	cancer
188065005	289044013	Malignant melanoma of thumb	cancer
188076009	289055013	Malignant melanoma of toe	cancer
93651008	289027014	Malignant melanoma of trunk (excluding scrotum)	cancer
269579005	289037016	Malignant melanoma of trunk, excluding scrotum, NOS	cancer
188055004	289034011	Malignant melanoma of umbilicus	cancer
188061001	289040016	Malignant melanoma of upper arm	cancer
269580008	727731000006113	Malignant melanoma of upper limb and shoulder	cancer
269580008	289045014	Malignant melanoma of upper limb or shoulder NOS	cancer
956331000000107	2438511000000112	Malignant melanoma stage IA	cancer
956351000000100	2438551000000111	Malignant melanoma stage IB	cancer
956371000000109	2438591000000115	Malignant melanoma stage IIA	cancer
956391000000108	2438631000000115	Malignant melanoma stage IIB	cancer
956411000000108	2438671000000118	Malignant melanoma stage IIC	cancer
956431000000100	2438711000000117	Malignant melanoma stage IIIA	cancer
956471000000103	2438791000000114	Malignant melanoma stage IIIC	cancer
956511000000107	2438871000000117	Malignant melanoma stage IV M1a	cancer
956531000000104	2438911000000115	Malignant melanoma stage IV M1b	cancer
956551000000106	2438951000000116	Malignant melanoma stage IV M1c	cancer
187708004	727761000006116	Malignant neoplasm aryepiglottic fold, hypopharyngeal aspect	cancer
188280007	727771000006111	Malignant neoplasm cerebrum (excluding lobes and ventricles)	cancer
363415003	727781000006114	Malignant neoplasm gallbladder and extrahepatic bile ducts	cancer
363415003	727791000006112	Malignant neoplasm gallbladder/extrahepatic bile ducts NOS	cancer
269475001	289987014	Malignant neoplasm lymphatic or haematopoietic tissue NOS	cancer
269475001	727811000006111	Malignant neoplasm lymphatic or haematopoietic tissue OS	cancer
188366002	289441010	Malignant neoplasm of abdomen	cancer
187724003	288597017	Malignant neoplasm of abdominal oesophagus	cancer
363506007	288792014	Malignant neoplasm of accessory sinus NOS	cancer
254980001	727841000006110	Malignant neoplasm of acoustic nerve	cancer
93661001	155068017	Malignant neoplasm of acromion	cancer
187694000	288533015	Malignant neoplasm of adenoid	cancer
371964008	1210553016	Malignant neoplasm of adrenal cortex	cancer
363355002	155072018	Malignant neoplasm of adrenal gland	cancer
127021009	289406011	Malignant neoplasm of adrenal gland NOS	cancer
371965009	1210554010	Malignant neoplasm of adrenal medulla	cancer
363417006	727911000006116	Malignant neoplasm of ampulla of Vater	cancer
363352004	155076015	Malignant neoplasm of anal canal	cancer
363360003	288430019	Malignant neoplasm of anterior 2/3 of tongue unspecified	cancer
187640005	288423013	Malignant neoplasm of anterior 2/3 of tongue ventral surface	cancer
187681002	288506019	Malignant neoplasm of anterior epiglottis	cancer
187681002	288509014	Malignant neoplasm of anterior epiglottis NOS	cancer
449224009	155078019	Malignant neoplasm of anterior mediastinum	cancer
187652003	288443019	Malignant neoplasm of anterior portion of floor of mouth	cancer
187700006	288552014	Malignant neoplasm of anterior wall of nasopharynx	cancer
187700006	288561014	Malignant neoplasm of anterior wall of nasopharynx NOS	cancer
1090981000000107	288653013	Malignant neoplasm of anterior wall of stomach NEC	cancer
188242006	289271017	Malignant neoplasm of anterior wall of urinary bladder	cancer
363490009	288685011	Malignant neoplasm of anus unspecified	cancer
93677000	155085015	Malignant neoplasm of aortic body	cancer
93941005	289413011	Malignant neoplasm of aortic body and other paraganglia	cancer
93941005	289419010	Malignant neoplasm of aortic body or paraganglia NOS	cancer
363411007	727281000006117	Malignant neoplasm of appendix	cancer
93680004	155089014	Malignant neoplasm of areola of female breast	cancer
93681000	155090017	Malignant neoplasm of areola of male breast	cancer
187843009	288799017	Malignant neoplasm of arytenoid cartilage	cancer
363412000	727321000006111	Malignant neoplasm of ascending colon	cancer
187834000	288779011	Malignant neoplasm of auditory (Eustachian) tube	cancer
363502009	289435015	Malignant neoplasm of axilla NOS	cancer
188156001	289146012	Malignant neoplasm of axillary tail of female breast	cancer
1090321000000107	289449012	Malignant neoplasm of back NOS	cancer
188281006	289337012	Malignant neoplasm of basal ganglia	cancer
363376007	727381000006110	Malignant neoplasm of base of tongue	cancer
187631006	288411019	Malignant neoplasm of base of tongue dorsal surface	cancer
188244007	289275014	Malignant neoplasm of bladder neck	cancer
187791002	288717016	Malignant neoplasm of body of pancreas	cancer
188230001	289246015	Malignant neoplasm of body of penis	cancer
187742008	288647013	Malignant neoplasm of body of stomach	cancer
371972005	1210561014	Malignant neoplasm of body of uterus	cancer
371972005	289198014	Malignant neoplasm of body of uterus NOS	cancer
443679004	403691010	Malignant neoplasm of bone and articular cartilage	cancer
1090821000000101	288959010	Malignant neoplasm of bone and articular cartilage NOS	cancer
187900002	288869015	Malignant neoplasm of bones of skull and face	cancer
187900002	288883018	Malignant neoplasm of bones of skull and face NOS	cancer
428061005	2692069010	Malignant neoplasm of brain	cancer
428061005	289365014	Malignant neoplasm of brain NOS	cancer
363473003	727511000006114	Malignant neoplasm of brain stem	cancer
363473003	727521000006118	Malignant neoplasm of brain stem NOS	cancer
93728003	155155010	Malignant neoplasm of broad ligament	cancer
363358000	403689019	Malignant neoplasm of bronchus or lung NOS	cancer
363386008	727561000006112	Malignant neoplasm of buccal mucosa	cancer
363350007	1216464010	Malignant neoplasm of caecum	cancer
187967002	288941012	Malignant neoplasm of calcaneum	cancer
310599006	454201010	Malignant neoplasm of canthus	cancer
187732006	288625013	Malignant neoplasm of cardia of stomach	cancer
187732006	288633014	Malignant neoplasm of cardia of stomach NOS	cancer
187733001	288628010	Malignant neoplasm of cardiac orifice of stomach	cancer
187734007	288632016	Malignant neoplasm of cardio-oesophageal junction of stomach	cancer
187857006	288813012	Malignant neoplasm of carina of bronchus	cancer
447883002	155168019	Malignant neoplasm of carotid body	cancer
187938003	288910011	Malignant neoplasm of carpal bone - lunate	cancer
187937008	288909018	Malignant neoplasm of carpal bone - scaphoid	cancer
255090000	380145016	Malignant neoplasm of carpal bones	cancer
187987001	288962013	Malignant neoplasm of cartilage of ear	cancer
187829004	288771014	Malignant neoplasm of cartilage of nose	cancer
363477002	482741013	Malignant neoplasm of cauda equina	cancer
188151006	289141019	Malignant neoplasm of central part of female breast	cancer
449420002	155175018	Malignant neoplasm of cerebellum	cancer
188282004	289338019	Malignant neoplasm of cerebral cortex	cancer
188312005	289375012	Malignant neoplasm of cerebral dura mater	cancer
363474009	482737014	Malignant neoplasm of cerebral meninges	cancer
363474009	289379018	Malignant neoplasm of cerebral meninges NOS	cancer
188295009	289355015	Malignant neoplasm of cerebral peduncle	cancer
188315007	289378014	Malignant neoplasm of cerebral pia mater	cancer
363471001	289354016	Malignant neoplasm of cerebral ventricle NOS	cancer
363471001	482734019	Malignant neoplasm of cerebral ventricles	cancer
188280007	289346018	Malignant neoplasm of cerebrum NOS	cancer
187722004	288589012	Malignant neoplasm of cervical oesophagus	cancer
188183000	289179012	Malignant neoplasm of cervical stump	cancer
187916000	288885013	Malignant neoplasm of cervical vertebra	cancer
363354003	1228493018	Malignant neoplasm of cervix uteri	cancer
363354003	289182019	Malignant neoplasm of cervix uteri NOS	cancer
363386008	727151000006117	Malignant neoplasm of cheek mucosa	cancer
447949005	289426010	Malignant neoplasm of cheek NOS	cancer
712750007	289436019	Malignant neoplasm of chest wall NOS	cancer
363466008	727181000006113	Malignant neoplasm of choroid	cancer
188292007	289352017	Malignant neoplasm of choroid plexus	cancer
188263008	289308013	Malignant neoplasm of ciliary body	cancer
93757004	155191015	Malignant neoplasm of clavicle	cancer
371979001	1210566016	Malignant neoplasm of clitoris	cancer
363491008	174518012	Malignant neoplasm of cloacogenic zone	cancer
93759001	155193017	Malignant neoplasm of coccygeal body	cancer
187957007	288929017	Malignant neoplasm of coccygeal vertebra	cancer
363406005	726331000006111	Malignant neoplasm of colon	cancer
363406005	403682011	Malignant neoplasm of colon NOS	cancer
363374005	726351000006116	Malignant neoplasm of commissure of lip	cancer
93763008	726361000006119	Malignant neoplasm of common bile duct	cancer
363463000	726371000006114	Malignant neoplasm of conjunctiva	cancer
269469005	288960017	Malignant neoplasm of connective and other soft tissue	cancer
188015001	288991011	Malignant neoplasm of connective and soft tissue of abdomen	cancer
188010006	288986010	Malignant neoplasm of connective and soft tissue of axilla	cancer
188020001	288999013	Malignant neoplasm of connective and soft tissue of buttock	cancer
187996001	288971016	Malignant neoplasm of connective and soft tissue of finger	cancer
188004006	288979019	Malignant neoplasm of connective and soft tissue of foot	cancer
187994003	288969016	Malignant neoplasm of connective and soft tissue of fore-arm	cancer
187995002	288970015	Malignant neoplasm of connective and soft tissue of hand	cancer
188000002	288975013	Malignant neoplasm of connective and soft tissue of hip	cancer
188019007	288995019	Malignant neoplasm of connective and soft tissue of pelvis	cancer
188022009	289001014	Malignant neoplasm of connective and soft tissue of perineum	cancer
187992004	288967019	Malignant neoplasm of connective and soft tissue of shoulder	cancer
188009001	288985014	Malignant neoplasm of connective and soft tissue of thorax	cancer
187997005	288972011	Malignant neoplasm of connective and soft tissue of thumb	cancer
188005007	288980016	Malignant neoplasm of connective and soft tissue of toe	cancer
269469005	289007013	Malignant neoplasm of connective and soft tissue, site NOS	cancer
187993009	288968012	Malignant neoplasm of connective and soft tissue, upper arm	cancer
188268004	289317013	Malignant neoplasm of connective tissue of orbit	cancer
363464006	726561000006114	Malignant neoplasm of cornea	cancer
188190005	289188015	Malignant neoplasm of cornu of corpus uteri	cancer
188301005	289361017	Malignant neoplasm of corpus callosum	cancer
188189001	289192010	Malignant neoplasm of corpus uteri NOS	cancer
188189001	289187013	Malignant neoplasm of corpus uteri, excluding isthmus	cancer
187925006	288894019	Malignant neoplasm of costal cartilage	cancer
187926007	726631000006118	Malignant neoplasm of costo-vertebral joint	cancer
188307009	726641000006111	Malignant neoplasm of cranial nerves	cancer
188307009	289374011	Malignant neoplasm of cranial nerves NOS	cancer
188340000	289409016	Malignant neoplasm of craniopharyngeal duct	cancer
187844003	288800018	Malignant neoplasm of cricoid cartilage	cancer
188265001	289314018	Malignant neoplasm of crystalline lens	cancer
187845002	288801019	Malignant neoplasm of cuneiform cartilage	cancer
93770008	155207017	Malignant neoplasm of cystic duct	cancer
109876001	174562015	Malignant neoplasm of descended testis	cancer
1090261000000108	473991000000119	Malignant neoplasm of descended testis NOS	cancer
363409003	725951000006112	Malignant neoplasm of descending colon	cancer
93772000	155209019	Malignant neoplasm of diaphragm	cancer
269456006	403673017	Malignant neoplasm of digestive organs and peritoneum	cancer
255077007	288766019	Malignant neoplasm of digestive tract and peritoneum NOS	cancer
188240003	289267015	Malignant neoplasm of dome of urinary bladder	cancer
187633009	155211011	Malignant neoplasm of dorsal surface of tongue	cancer
187633009	288418013	Malignant neoplasm of dorsum of tongue NOS	cancer
363403002	726021000006110	Malignant neoplasm of duodenum	cancer
187798008	288734012	Malignant neoplasm of ectopic pancreatic tissue	cancer
188159008	289149017	Malignant neoplasm of ectopic site of female breast	cancer
188168005	289158012	Malignant neoplasm of ectopic site of male breast	cancer
363436001	726071000006111	Malignant neoplasm of endocardium	cancer
188176007	289171010	Malignant neoplasm of endocervical canal	cancer
188177003	289172015	Malignant neoplasm of endocervical gland	cancer
372097009	155218017	Malignant neoplasm of endocervix	cancer
372097009	289173013	Malignant neoplasm of endocervix NOS	cancer
188192002	980021000006113	Malignant neoplasm of endometrium	cancer
188192002	289190019	Malignant neoplasm of endometrium of corpus uteri	cancer
363452003	726141000006116	Malignant neoplasm of epididymis	cancer
187842004	451428019	Malignant neoplasm of epiglottis NOS	cancer
187682009	288507011	Malignant neoplasm of epiglottis, free border	cancer
93786001	155228014	Malignant neoplasm of ethmoid bone	cancer
363426009	1228553019	Malignant neoplasm of ethmoid sinus	cancer
372099007	155231010	Malignant neoplasm of exocervix	cancer
363416002	726201000006111	Malignant neoplasm of extrahepatic bile ducts	cancer
363416002	288712010	Malignant neoplasm of extrahepatic bile ducts NOS	cancer
363461003	1208876015	Malignant neoplasm of eye	cancer
363461003	289330014	Malignant neoplasm of eye NOS	cancer
188261005	289316016	Malignant neoplasm of eyeball NOS	cancer
231829006	726261000006112	Malignant neoplasm of eyelid including canthus	cancer
363444001	726271000006117	Malignant neoplasm of fallopian tube	cancer
187675005	288485015	Malignant neoplasm of faucial pillar	cancer
363393007	1228530015	Malignant neoplasm of faucial tonsil	cancer
372064008	1210642019	Malignant neoplasm of female breast	cancer
372064008	289151018	Malignant neoplasm of female breast NOS	cancer
363514001	289219013	Malignant neoplasm of female genital organ NOS	cancer
93798006	155246015	Malignant neoplasm of femur	cancer
93799003	155247012	Malignant neoplasm of fibula	cancer
187949009	288921019	Malignant neoplasm of fifth metacarpal bone	cancer
187945003	288917014	Malignant neoplasm of first metacarpal bone	cancer
187973001	288947011	Malignant neoplasm of first metatarsal bone	cancer
363376007	288412014	Malignant neoplasm of fixed part of tongue NOS	cancer
1090301000000103	289451011	Malignant neoplasm of flank NOS	cancer
363385007	725611000006117	Malignant neoplasm of floor of mouth	cancer
363385007	288449015	Malignant neoplasm of floor of mouth NOS	cancer
187976009	288950014	Malignant neoplasm of fourth metatarsal bone	cancer
187641009	288427014	Malignant neoplasm of frenulum linguae	cancer
93806005	155259011	Malignant neoplasm of frontal bone	cancer
363467004	482730011	Malignant neoplasm of frontal lobe	cancer
363427000	719021000006111	Malignant neoplasm of frontal sinus	cancer
188191009	289189011	Malignant neoplasm of fundus of corpus uteri	cancer
187741001	288644018	Malignant neoplasm of fundus of stomach	cancer
363353009	725711000006113	Malignant neoplasm of gallbladder	cancer
187734007	288631011	Malignant neoplasm of gastro-oesophageal junction	cancer
271468000	406263015	Malignant neoplasm of genitourinary organ	cancer
271468000	289301019	Malignant neoplasm of genitourinary organ NOS	cancer
271468000	725761000006111	Malignant neoplasm of genitourinary organ OS	cancer
363451005	725771000006116	Malignant neoplasm of glans penis	cancer
188285002	289341011	Malignant neoplasm of globus pallidus	cancer
93814004	155269017	Malignant neoplasm of glomus jugulare	cancer
187683004	288508018	Malignant neoplasm of glossoepiglottic fold	cancer
254459004	725811000006116	Malignant neoplasm of glossopalatine fold	cancer
187841006	288794010	Malignant neoplasm of glottis	cancer
93817006	155272012	Malignant neoplasm of great vessels	cancer
269460009	288650011	Malignant neoplasm of greater curve of stomach unspecified	cancer
188211001	289209019	Malignant neoplasm of greater vestibular (Bartholin's) gland	cancer
363382005	725861000006118	Malignant neoplasm of gum	cancer
363382005	288440016	Malignant neoplasm of gum NOS	cancer
269467007	403697014	Malignant neoplasm of hand bones	cancer
269467007	288923016	Malignant neoplasm of hand bones NOS	cancer
363387004	725101000006111	Malignant neoplasm of hard palate	cancer
255056009	289425014	Malignant neoplasm of head NOS	cancer
363419009	725121000006118	Malignant neoplasm of head of pancreas	cancer
188353002	289424013	Malignant neoplasm of head, neck and face	cancer
188353002	289431012	Malignant neoplasm of head, neck and face NOS	cancer
363435002	725151000006110	Malignant neoplasm of heart	cancer
363435002	288847010	Malignant neoplasm of heart NOS	cancer
187881004	288852017	Malignant neoplasm of heart, thymus and mediastinum NOS	cancer
187784000	288707014	Malignant neoplasm of hepatic duct	cancer
363407001	725191000006116	Malignant neoplasm of hepatic flexure of colon	cancer
93827000	155287019	Malignant neoplasm of hilus of lung	cancer
188289008	289347010	Malignant neoplasm of hippocampus	cancer
269475001	725221000006111	Malignant neoplasm of histiocytic tissue	cancer
187932002	288901015	Malignant neoplasm of humerus	cancer
363399006	725241000006116	Malignant neoplasm of hypopharynx	cancer
363399006	288571011	Malignant neoplasm of hypopharynx NOS	cancer
188286001	289343014	Malignant neoplasm of hypothalamus	cancer
363405009	725271000006112	Malignant neoplasm of ileum	cancer
93833009	155294016	Malignant neoplasm of ilium	cancer
1090941000000104	289442015	Malignant neoplasm of inguinal region NOS	cancer
187773007	288694017	Malignant neoplasm of interlobular bile ducts	cancer
187776004	2475562018	Malignant neoplasm of interlobular biliary canals	cancer
363508008	288759015	Malignant neoplasm of intestinal tract, part unspecified	cancer
187777008	155305011	Malignant neoplasm of intrahepatic bile ducts	cancer
187777008	288699010	Malignant neoplasm of intrahepatic bile ducts NOS	cancer
187777008	2619456011	Malignant neoplasm of intrahepatic biliary passages	cancer
187776004	288697012	Malignant neoplasm of intrahepatic canaliculi	cancer
187777008	288698019	Malignant neoplasm of intrahepatic gall duct	cancer
428100006	289437011	Malignant neoplasm of intrathoracic site NOS	cancer
188264002	289311014	Malignant neoplasm of iris	cancer
93842002	155308013	Malignant neoplasm of ischium	cancer
187794005	288727010	Malignant neoplasm of Islets of Langerhans	cancer
188195000	289193017	Malignant neoplasm of isthmus of uterine body	cancer
188195000	289195012	Malignant neoplasm of isthmus of uterine body NOS	cancer
1090921000000106	289428011	Malignant neoplasm of jaw NOS	cancer
363404008	725451000006118	Malignant neoplasm of jejunum	cancer
187666008	288470014	Malignant neoplasm of junction of hard and soft palate	cancer
187685006	288510016	Malignant neoplasm of junctional region of epiglottis	cancer
419052002	289299014	Malignant neoplasm of kidney or urinary organs NOS	cancer
188250002	289285010	Malignant neoplasm of kidney parenchyma	cancer
363446004	482690017	Malignant neoplasm of labia majora	cancer
363446004	289210012	Malignant neoplasm of labia majora NOS	cancer
363447008	482691018	Malignant neoplasm of labia minora	cancer
188272000	724721000006116	Malignant neoplasm of lacrimal duct	cancer
188272000	289322013	Malignant neoplasm of lacrimal gland	cancer
188273005	289325010	Malignant neoplasm of lacrimal sac	cancer
363431006	724761000006110	Malignant neoplasm of laryngeal cartilage	cancer
363431006	288803016	Malignant neoplasm of laryngeal cartilage NOS	cancer
363399006	724781000006117	Malignant neoplasm of laryngopharynx	cancer
363429002	724791000006119	Malignant neoplasm of larynx	cancer
363429002	288807015	Malignant neoplasm of larynx NOS	cancer
363429002	288806012	Malignant neoplasm of larynx, other specified site	cancer
187653008	288444013	Malignant neoplasm of lateral portion of floor of mouth	cancer
363398003	724841000006116	Malignant neoplasm of lateral wall of nasopharynx	cancer
363398003	288550018	Malignant neoplasm of lateral wall of nasopharynx NOS	cancer
448868009	155332018	Malignant neoplasm of lateral wall of oropharynx	cancer
188241004	289270016	Malignant neoplasm of lateral wall of urinary bladder	cancer
269459004	288649011	Malignant neoplasm of lesser curve of stomach unspecified	cancer
363377003	724881000006110	Malignant neoplasm of lingual tonsil	cancer
363348004	724891000006113	Malignant neoplasm of lip	cancer
187622006	724901000006112	Malignant neoplasm of lip unspecified, buccal aspect	cancer
187622006	288388017	Malignant neoplasm of lip unspecified, inner aspect	cancer
187622006	288391017	Malignant neoplasm of lip unspecified, mucosa	cancer
187622006	288403012	Malignant neoplasm of lip, inner aspect NOS	cancer
187622006	288393019	Malignant neoplasm of lip, oral aspect	cancer
271323007	406052010	Malignant neoplasm of lip, oral cavity and pharynx	cancer
271323007	288582015	Malignant neoplasm of lip, oral cavity and pharynx NOS	cancer
363348004	453301018	Malignant neoplasm of lip, unspecified	cancer
363348004	288408015	Malignant neoplasm of lip, unspecified, external	cancer
275399006	288409011	Malignant neoplasm of lip, unspecified, lipstick area	cancer
421249001	288410018	Malignant neoplasm of lip, vermilion border NOS	cancer
187767006	288688013	Malignant neoplasm of liver and intrahepatic bile ducts	cancer
187767006	288702015	Malignant neoplasm of liver and intrahepatic bile ducts NOS	cancer
93870000	288700011	Malignant neoplasm of liver unspecified	cancer
449627008	288931014	Malignant neoplasm of long bones of leg	cancer
449627008	288935017	Malignant neoplasm of long bones of leg NOS	cancer
187660002	288459019	Malignant neoplasm of lower buccal sulcus	cancer
313250007	457111019	Malignant neoplasm of lower eyelid	cancer
363384006	724311000006111	Malignant neoplasm of lower gum	cancer
363504005	289447014	Malignant neoplasm of lower limb NOS	cancer
187613005	288380012	Malignant neoplasm of lower lip, buccal aspect	cancer
187604008	288354011	Malignant neoplasm of lower lip, external	cancer
187614004	288382016	Malignant neoplasm of lower lip, frenulum	cancer
271568003	406399011	Malignant neoplasm of lower lip, inner aspect	cancer
271568003	288387010	Malignant neoplasm of lower lip, inner aspect NOS	cancer
363373004	1228506017	Malignant neoplasm of lower lip, lipstick area	cancer
271568003	724401000006116	Malignant neoplasm of lower lip, mucosa	cancer
271568003	724411000006118	Malignant neoplasm of lower lip, oral aspect	cancer
363373004	724421000006114	Malignant neoplasm of lower lip, vermilion border	cancer
363373004	288355012	Malignant neoplasm of lower lip, vermilion border NOS	cancer
187869003	288827019	Malignant neoplasm of lower lobe bronchus	cancer
187870002	288828012	Malignant neoplasm of lower lobe of lung	cancer
187868006	288826011	Malignant neoplasm of lower lobe, bronchus or lung	cancer
187868006	288829016	Malignant neoplasm of lower lobe, bronchus or lung NOS	cancer
187727005	288608011	Malignant neoplasm of lower third of oesophagus	cancer
188195000	289194011	Malignant neoplasm of lower uterine segment	cancer
188153009	289143016	Malignant neoplasm of lower-inner quadrant of female breast	cancer
188155002	289145011	Malignant neoplasm of lower-outer quadrant of female breast	cancer
187918004	288887017	Malignant neoplasm of lumbar vertebra	cancer
269475001	403705015	Malignant neoplasm of lymphatic and haemopoietic tissue	cancer
372065009	155361017	Malignant neoplasm of main bronchus	cancer
372065009	288815017	Malignant neoplasm of main bronchus NOS	cancer
363378008	288438014	Malignant neoplasm of major salivary gland NOS	cancer
363378008	1228510019	Malignant neoplasm of major salivary glands	cancer
187903000	288872010	Malignant neoplasm of malar bone	cancer
372095001	155364013	Malignant neoplasm of male breast	cancer
372095001	289159016	Malignant neoplasm of male breast NOS	cancer
448668007	155368011	Malignant neoplasm of mandible	cancer
363424007	724621000006112	Malignant neoplasm of mastoid air cells	cancer
93888008	155370019	Malignant neoplasm of maxilla	cancer
363425008	724641000006117	Malignant neoplasm of maxillary sinus	cancer
187752007	288659012	Malignant neoplasm of Meckel's diverticulum	cancer
187968007	288942017	Malignant neoplasm of medial cuneiform	cancer
363494000	724671000006113	Malignant neoplasm of mediastinum, part unspecified	cancer
188296005	289356019	Malignant neoplasm of medulla oblongata	cancer
363497007	724681000006111	Malignant neoplasm of meninges, unspecified	cancer
363370001	482537012	Malignant neoplasm of mesentery	cancer
187810005	288749016	Malignant neoplasm of mesocaecum	cancer
187811009	288751017	Malignant neoplasm of mesorectum	cancer
255091001	380146015	Malignant neoplasm of metacarpal bones	cancer
712525007	723951000006113	Malignant neoplasm of metatarsal bones of foot	cancer
188297001	289357011	Malignant neoplasm of midbrain	cancer
187865009	288823015	Malignant neoplasm of middle lobe bronchus	cancer
187866005	288824014	Malignant neoplasm of middle lobe of lung	cancer
187864008	288822013	Malignant neoplasm of middle lobe, bronchus or lung	cancer
187864008	288825010	Malignant neoplasm of middle lobe, bronchus or lung NOS	cancer
187726001	288607018	Malignant neoplasm of middle third of oesophagus	cancer
187635002	288417015	Malignant neoplasm of midline of tongue	cancer
363505006	288474017	Malignant neoplasm of mouth NOS	cancer
187854004	288810010	Malignant neoplasm of mucosa of trachea	cancer
363437005	724051000006110	Malignant neoplasm of myocardium	cancer
188193007	289191015	Malignant neoplasm of myometrium of corpus uteri	cancer
93916003	155402013	Malignant neoplasm of nasal bone	cancer
363422006	1228552012	Malignant neoplasm of nasal cavities	cancer
363422006	288776016	Malignant neoplasm of nasal cavities NOS	cancer
187830009	288772019	Malignant neoplasm of nasal conchae	cancer
188274004	289326011	Malignant neoplasm of nasolacrimal duct	cancer
